Date,Open,High,Low,Close,Adj Close,Volume
23-03-2023,52.900002,53.200001,52.099998,52.650002,52.650002,32816290
24-03-2023,52.5,52.849998,50.150002,50.650002,50.650002,67243087
27-03-2023,50.700001,51.299999,49.25,50.099998,50.099998,49618132
28-03-2023,50.200001,50.549999,49,50.25,50.25,50426174
29-03-2023,50.25,51.75,49.599998,51.25,51.25,41464387
31-03-2023,51.25,51.700001,50.650002,51,51,56566133
03-04-2023,51.5,52.150002,50.900002,51.950001,51.950001,29241512
05-04-2023,52.099998,52.900002,51.549999,51.700001,51.700001,25497115
06-04-2023,51.75,52.450001,51.299999,52.150002,52.150002,19695678
10-04-2023,52.150002,54.200001,51.799999,53.950001,53.950001,60655412
11-04-2023,54.650002,55.25,53.25,53.950001,53.950001,41101417
12-04-2023,54.25,54.25,52.900002,53.200001,53.200001,30848068
13-04-2023,53.200001,54.150002,52.849998,53.849998,53.849998,26646279
17-04-2023,54.200001,54.25,53,53.950001,53.950001,24787918
18-04-2023,54.049999,54.200001,53.049999,53.299999,53.299999,27617603
19-04-2023,53.599998,55.950001,53.200001,54.150002,54.150002,62022927
20-04-2023,54.150002,54.400002,53.650002,54.200001,54.200001,23096046
21-04-2023,54.299999,56.75,54.099998,56.049999,56.049999,106707937
24-04-2023,55.5,56.400002,54.700001,56,56,43287483
25-04-2023,56.400002,60.599998,56.200001,57.75,57.75,199056106
26-04-2023,58.099998,59,57.099998,58.200001,58.200001,59765915
27-04-2023,58.599998,61.150002,58.349998,60.700001,60.700001,82969101
28-04-2023,60.799999,66,59.549999,64.900002,64.900002,190938290
02-05-2023,64.5,65.650002,63.049999,63.450001,63.450001,112758256
03-05-2023,63.450001,64.949997,63.150002,63.549999,63.549999,65082316
04-05-2023,63.5,66.599998,63.349998,65.699997,65.699997,123042355
05-05-2023,65.5,66.699997,64.25,65.400002,65.400002,94016138
08-05-2023,64.599998,66.199997,63.5,64.900002,64.900002,104940671
09-05-2023,64.699997,64.699997,60.299999,60.950001,60.950001,127854883
10-05-2023,61,62.900002,60.950001,61.799999,61.799999,70220898
11-05-2023,62.599998,63.5,62,62.400002,62.400002,75062855
12-05-2023,62.5,63.650002,61.599998,62.599998,62.599998,73164520
15-05-2023,62.099998,64.099998,61.950001,63.700001,63.700001,55886001
16-05-2023,64,65,62.400002,63,63,59311532
17-05-2023,63,64.050003,62.25,63.349998,63.349998,47444527
18-05-2023,64.199997,64.599998,63.099998,63.5,63.5,54301847
19-05-2023,63.950001,65,63.200001,64.5,64.5,73620039
22-05-2023,64.699997,66.849998,61.799999,63.5,63.5,147006670
23-05-2023,63.049999,64,62.549999,63.200001,63.200001,50797759
24-05-2023,63,64.699997,62.75,64.449997,64.449997,60476729
25-05-2023,64.800003,68.199997,64.5,67.300003,67.300003,139721311
26-05-2023,67.300003,68.25,65.75,67.25,67.25,86466135
29-05-2023,67.800003,68.400002,66.599998,67.099998,67.099998,56968141
30-05-2023,67.5,68.300003,66.449997,66.849998,66.849998,60699589
31-05-2023,67.300003,70,66.300003,69.050003,69.050003,251813391
01-06-2023,68.699997,68.800003,67.599998,67.949997,67.949997,57846081
02-06-2023,70,73.199997,69.5,71.150002,71.150002,170769117
05-06-2023,71.300003,72.150002,69.599998,71.25,71.25,84075166
06-06-2023,71.550003,73.150002,71.349998,72.349998,72.349998,64762959
07-06-2023,72.5,75,72.400002,74.5,74.5,67871844
08-06-2023,74.800003,76.349998,73.699997,75.800003,75.800003,88006842
09-06-2023,77.050003,78,75.849998,77.599998,77.599998,77276802
12-06-2023,78.300003,80.300003,76.5,77.949997,77.949997,105388190
13-06-2023,77.900002,78.800003,76.699997,78.300003,78.300003,81857154
14-06-2023,78.300003,78.449997,73.25,74.099998,74.099998,83186945
15-06-2023,74.5,76.099998,73.099998,75.099998,75.099998,93321136
16-06-2023,75.550003,76,73.900002,74.449997,74.449997,45783616
19-06-2023,74.599998,77,74.099998,75.849998,75.849998,62744981
20-06-2023,76,76.400002,74.800003,75.849998,75.849998,30591595
21-06-2023,76.099998,77.349998,74.650002,75.099998,75.099998,31896510
22-06-2023,75.5,75.849998,73.650002,74.349998,74.349998,40419764
23-06-2023,73.900002,75.300003,72.550003,74.150002,74.150002,51775728
26-06-2023,74.150002,75.25,73.800003,74.849998,74.849998,30411621
27-06-2023,75.150002,76.949997,74.849998,76.150002,76.150002,59078137
28-06-2023,77,77,74.599998,74.900002,74.900002,30574521
30-06-2023,75,75.449997,74,75.050003,75.050003,49245376
03-07-2023,75.449997,77.25,74.550003,75.650002,75.650002,49243205
04-07-2023,75.800003,76.199997,74.5,74.800003,74.800003,24150257
05-07-2023,74.849998,75.099998,73.699997,74.050003,74.050003,25459694
06-07-2023,74.449997,75.25,74.300003,74.75,74.75,24467816
07-07-2023,74.800003,74.900002,73,73.25,73.25,26599778
10-07-2023,73.449997,75.550003,73.400002,74.800003,74.800003,33812208
11-07-2023,75.050003,77,74.900002,76.800003,76.800003,42946892
12-07-2023,77.5,78.800003,77.150002,77.5,77.5,64212629
13-07-2023,77.849998,84.5,77.650002,82.199997,82.199997,192605002
14-07-2023,84,85.25,81.650002,82.550003,82.550003,91571303
17-07-2023,83.199997,83.400002,79.5,80.150002,80.150002,43377345
18-07-2023,80.650002,80.650002,76.5,78.699997,78.699997,71215775
19-07-2023,79,80.349998,77.25,77.650002,77.650002,42130927
20-07-2023,78.050003,79.099998,77.300003,77.599998,77.599998,40495235
21-07-2023,77.849998,80.699997,77.400002,80.300003,80.300003,74991213
24-07-2023,80.800003,82.449997,80.550003,81.300003,81.300003,64291285
25-07-2023,81.300003,83.199997,79.300003,82.650002,82.650002,72459586
26-07-2023,83.099998,84.599998,82.5,83.349998,83.349998,59291226
27-07-2023,83.349998,86.099998,82.800003,84.949997,84.949997,77249384
28-07-2023,85.599998,87.25,83.849998,86.800003,86.800003,74798625
31-07-2023,87,87.150002,83.699997,84.099998,84.099998,49093355
01-08-2023,84.599998,85.699997,84.199997,84.75,84.75,34950470
02-08-2023,84.449997,85.949997,82.650002,85.050003,85.050003,54844625
03-08-2023,81.599998,88.400002,81.599998,86.550003,86.550003,123480816
04-08-2023,89,98.400002,88.400002,95.400002,95.400002,405751648
07-08-2023,97.400002,102.849998,96.349998,97.599998,97.599998,249331637
08-08-2023,98.349998,100.300003,92.699997,93.449997,93.449997,160236123
09-08-2023,93.900002,94.849998,91.599998,94.099998,94.099998,109240947
10-08-2023,94.099998,96.150002,93.25,94.25,94.25,87598556
11-08-2023,94.599998,95.199997,93.050003,93.449997,93.449997,38156809
14-08-2023,93.400002,93.400002,91.349998,92.75,92.75,46668447
16-08-2023,92.449997,95.599998,91.5,91.900002,91.900002,76333138
17-08-2023,92.300003,93.25,90.5,91.150002,91.150002,45657095
18-08-2023,91,91.400002,89,89.349998,89.349998,50513070
21-08-2023,90.5,90.5,88.300003,89.75,89.75,36755760
22-08-2023,90.300003,94.300003,90.099998,91.900002,91.900002,104409241
23-08-2023,92.949997,95,92.050003,94.300003,94.300003,64768237
24-08-2023,95.75,95.75,93.199997,93.800003,93.800003,47597101
25-08-2023,93.349998,93.349998,90.050003,91,91,65076321
28-08-2023,96,96.099998,91.75,92.349998,92.349998,141118441
29-08-2023,92.75,95,92.599998,94.699997,94.699997,86708316
30-08-2023,99.5,100.5,97.199997,99.800003,99.800003,250111714
31-08-2023,100.050003,100.800003,96.699997,97.599998,97.599998,113063640
01-09-2023,98.300003,98.349998,96.849998,97.199997,97.199997,47561928
04-09-2023,97.5,98.599998,97.300003,98.050003,98.050003,37447917
05-09-2023,98.150002,99.300003,97.050003,98.199997,98.199997,51133944
06-09-2023,98.400002,98.849998,97.650002,98.199997,98.199997,28329667
07-09-2023,98.650002,101.599998,98.199997,100.050003,100.050003,111222776
08-09-2023,100.75,101.099998,99,99.599998,99.599998,63482366
11-09-2023,100,102.550003,99.199997,101.349998,101.349998,83850675
12-09-2023,102.400002,102.5,96.5,98.75,98.75,90911794
13-09-2023,98.75,100.75,97,97.900002,97.900002,71661116
14-09-2023,98.650002,100.099998,98.199997,99.449997,99.449997,45226055
15-09-2023,100.5,104.449997,100.349998,102.949997,102.949997,148853172
18-09-2023,103.599998,105,101.650002,102.150002,102.150002,69476642
20-09-2023,101.300003,104.900002,99.300003,100,100,104115507
21-09-2023,100,100.949997,98.25,99.150002,99.150002,40591612
22-09-2023,99.5,101.400002,98.699997,99.900002,99.900002,39492725
25-09-2023,100.300003,100.5,97.75,98.449997,98.449997,34410972
26-09-2023,98.599998,100.400002,97.900002,99.900002,99.900002,36822528
27-09-2023,99.900002,101.199997,98.5,100.099998,100.099998,34894254
28-09-2023,100.349998,100.599998,99.300003,99.949997,99.949997,25885383
29-09-2023,100.050003,102.75,99.599998,101.5,101.5,49524816
03-10-2023,101,105.900002,100,105.300003,105.300003,82983688
04-10-2023,104.400002,104.400002,100.349998,100.75,100.75,68727969
05-10-2023,102.599998,107.699997,102.349998,105.400002,105.400002,140096809
06-10-2023,106.400002,107.199997,104,104.449997,104.449997,65041435
09-10-2023,103.800003,105.25,101,103.900002,103.900002,53811658
10-10-2023,104.900002,107.949997,104.650002,106.050003,106.050003,67712329
11-10-2023,106.800003,109.800003,106.550003,109,109,93838782
12-10-2023,110.199997,113.25,109.5,109.849998,109.849998,117710894
13-10-2023,109.849998,111.800003,109.099998,111,111,55786063
16-10-2023,111.900002,112.75,110.849998,111.5,111.5,47455521
17-10-2023,112.5,114.199997,111.5,113.849998,113.849998,55351894
18-10-2023,114.5,115.099998,109.5,113.199997,113.199997,100553806
19-10-2023,112,113.150002,110.650002,111.650002,111.650002,43517012
20-10-2023,114,114.5,112.150002,113.349998,113.349998,64427436
23-10-2023,113.800003,113.900002,106.800003,108.900002,108.900002,70944550
25-10-2023,105.650002,109.5,105.550003,108.25,108.25,59685089
26-10-2023,107.5,108,101.25,106.449997,106.449997,108605538
27-10-2023,107.349998,109.25,105.050003,105.650002,105.650002,43738547
30-10-2023,106.199997,108.599998,105.699997,107.699997,107.699997,48282252
31-10-2023,107.849998,108.150002,104.25,105.099998,105.099998,49382539
01-11-2023,105.599998,107.150002,103.25,103.699997,103.699997,47911258
02-11-2023,105,108,104.900002,107.550003,107.550003,47086204
03-11-2023,108.800003,119.900002,108.699997,116.5,116.5,238833377
06-11-2023,119.599998,123.900002,118.25,123.300003,123.300003,186288904
07-11-2023,123.550003,126.349998,120.5,121.300003,121.300003,120886007
08-11-2023,122,125.699997,121.300003,125.150002,125.150002,75041688
09-11-2023,125.25,125.550003,121.349998,121.849998,121.849998,50307832
10-11-2023,122,123.300003,120.699997,121.300003,121.300003,43388163
13-11-2023,122.650002,123.099998,121.5,122.199997,122.199997,28348143
15-11-2023,123.300003,125.199997,119.75,120.25,120.25,60088818
16-11-2023,120.900002,122.550003,120.699997,121.849998,121.849998,36895083
17-11-2023,122,125,121.5,122.199997,122.199997,43882213
20-11-2023,122.849998,123.400002,117.349998,118.150002,118.150002,52784478
21-11-2023,118.550003,119,116.050003,116.5,116.5,45193553
22-11-2023,116,117.800003,114.349998,115.300003,115.300003,52799865
23-11-2023,113.599998,115.75,112.5,112.949997,112.949997,56329090
24-11-2023,114.150002,116,112.900002,113.25,113.25,49980086
28-11-2023,114.900002,116.900002,113.5,113.800003,113.800003,61963724
29-11-2023,117,119.199997,114,116.599998,116.599998,115274058
30-11-2023,118.800003,120.699997,116.150002,118.550003,118.550003,225208168
01-12-2023,118,118.349998,115.099998,116.300003,116.300003,57261076
04-12-2023,118.75,119,116.25,117.400002,117.400002,66057180
05-12-2023,117.900002,118.25,116.25,116.75,116.75,57483305
06-12-2023,117.150002,119.699997,116.599998,118.900002,118.900002,48171753
07-12-2023,119.599998,122.199997,118.400002,121.699997,121.699997,52483562
08-12-2023,123,123.900002,119.300003,119.949997,119.949997,44213196
11-12-2023,119.949997,120.5,117.550003,118.449997,118.449997,32372287
12-12-2023,119,119.300003,114.150002,116.75,116.75,40800538
13-12-2023,116.900002,120.5,116.150002,120,120,48092329
14-12-2023,121,124.949997,120.5,124.150002,124.150002,74178495
15-12-2023,124.5,125,122.400002,123.599998,123.599998,39542770
18-12-2023,123.400002,129.199997,121.550003,128.550003,128.550003,89553155
19-12-2023,129,131.75,127.400002,130.25,130.25,64117314
20-12-2023,130.350006,131,123.150002,124.75,124.75,49006056
21-12-2023,122.150002,128.699997,120.199997,127.349998,127.349998,52326124
22-12-2023,130.550003,131,125.300003,128.5,128.5,63113800
26-12-2023,128.5,128.699997,124.300003,125,125,25499782
27-12-2023,125.699997,127.599998,125.550003,127.050003,127.050003,21757560
28-12-2023,124.900002,125.5,120.599998,123.199997,123.199997,72865479
29-12-2023,124,125.550003,123.25,123.699997,123.699997,27512604
01-01-2024,124.449997,125.599998,122.849998,124.5,124.5,24228685
02-01-2024,127,129.449997,125.5,128.699997,128.699997,69395959
03-01-2024,128.800003,130.25,127.099998,127.550003,127.550003,39101172
04-01-2024,128.399994,130.899994,126.449997,129.75,129.75,45285624
05-01-2024,130.899994,134.350006,128.949997,133.300003,133.300003,55608923
08-01-2024,133.649994,133.649994,130,132.850006,132.850006,38912423
09-01-2024,133.199997,135,132.600006,134.300003,134.300003,33803263
10-01-2024,134.25,136.149994,132.25,134.649994,134.649994,29917881
11-01-2024,135.300003,139,135.050003,138.350006,138.350006,41809415
12-01-2024,140,141.5,136.800003,139.550003,139.550003,45508277
15-01-2024,139.550003,139.550003,139.550003,139.550003,139.550003,0
16-01-2024,135,135.300003,131,133.550003,133.550003,47043428
17-01-2024,132.399994,132.399994,126.75,127.400002,127.400002,76780526
18-01-2024,128.050003,129.800003,121.599998,129.449997,129.449997,111946831
19-01-2024,130.5,135.5,128,135.050003,135.050003,81155018
23-01-2024,136.300003,137.300003,127,130.100006,130.100006,72520625
24-01-2024,131.449997,136.899994,129.800003,136.199997,136.199997,54612769
25-01-2024,135.899994,138.199997,132.800003,136.149994,136.149994,60682540
29-01-2024,136.899994,137.699997,132.350006,135.550003,135.550003,55871017
30-01-2024,135.850006,138.800003,134.649994,137.199997,137.199997,57612020
31-01-2024,140,142,138,139.550003,139.550003,89833027
01-02-2024,141,143.5,138.550003,140.550003,140.550003,70252449
02-02-2024,141.800003,145,141.449997,143.800003,143.800003,78666454
05-02-2024,145,145.399994,138.25,140.25,140.25,54189688
06-02-2024,140.399994,141.800003,138.050003,139.949997,139.949997,46782951
07-02-2024,141,142.899994,139.649994,140.399994,140.399994,75083259
08-02-2024,142.5,147.5,139,144.100006,144.100006,184839649
09-02-2024,146.899994,151.399994,142.25,149.449997,149.449997,257918995
12-02-2024,151,158.800003,149.5,153.800003,153.800003,155848102
13-02-2024,154.350006,157.899994,149,154.75,154.75,79935680
14-02-2024,152.949997,153.75,150.100006,152.25,152.25,38221083
15-02-2024,157,159.199997,154,154.850006,154.850006,77367585
16-02-2024,156.899994,160,155.350006,156.699997,156.699997,61209337
19-02-2024,157.449997,160.449997,155.600006,157.5,157.5,60218202
20-02-2024,159.699997,163.800003,158.699997,161.050003,161.050003,85356675
21-02-2024,162.300003,167.800003,157.600006,158.649994,158.649994,91140945
22-02-2024,159.550003,163,156.600006,162.100006,162.100006,67614848
23-02-2024,162.399994,164.800003,160.800003,164.050003,164.050003,37200710
26-02-2024,165.199997,168.5,163.149994,164.199997,164.199997,33433566
27-02-2024,163.75,163.850006,158,161.300003,161.300003,29921497
28-02-2024,161.899994,161.949997,155.350006,159.350006,159.350006,41883110
29-02-2024,156.449997,168.850006,155.449997,165.449997,165.449997,175785440
01-03-2024,168,173.5,165.600006,166.5,166.5,42587331
04-03-2024,168,175.600006,168,169.800003,169.800003,55751426
05-03-2024,170.75,171.5,164.050003,165.850006,165.850006,29313864
06-03-2024,164.399994,164.399994,157.5,161.550003,161.550003,95621548
07-03-2024,161.75,163.449997,158.649994,160,160,43685238
11-03-2024,161,163.199997,149,154.850006,154.850006,51519591
12-03-2024,156.600006,157.899994,152.149994,156.899994,156.899994,31159766
13-03-2024,157.449997,158.25,147.5,148.649994,148.649994,53202095
14-03-2024,147.100006,157.300003,144.300003,152.75,152.75,45708365
15-03-2024,152.850006,161.699997,152.449997,160.050003,160.050003,95085427
18-03-2024,162.5,164.449997,157.25,158.25,158.25,35382756
19-03-2024,158.600006,161.449997,156.5,157.949997,157.949997,24847687
20-03-2024,159.449997,166.699997,159,165.600006,165.600006,45544054
21-03-2024,168,171,166.399994,169.649994,169.649994,42227967
22-03-2024,170.449997,174.899994,169.050003,174.199997,174.199997,41776494
26-03-2024,173.399994,183.649994,172.199997,182.600006,182.600006,64590292
27-03-2024,183.600006,189,177.199997,179.449997,179.449997,50528769
28-03-2024,179.800003,184.699997,176,182.100006,182.100006,42567446
01-04-2024,183.899994,188.199997,182.75,184.5,184.5,20789208
02-04-2024,185,185,180.75,183.100006,183.100006,36346394
03-04-2024,181.949997,182,177.850006,178.300003,178.300003,24268721
04-04-2024,180.5,188.149994,180.25,187,187,52772054
05-04-2024,188.25,191.800003,187.25,190.5,190.5,35235139
08-04-2024,191.600006,194,190.550003,191.800003,191.800003,23092887
09-04-2024,192.550003,195.5,188.75,193.699997,193.699997,30824719
10-04-2024,195,199.600006,194.050003,196.899994,196.899994,35141522
12-04-2024,195.850006,199.699997,190.5,192.100006,192.100006,56543869
15-04-2024,188,192.399994,184.5,188.300003,188.300003,48456568
16-04-2024,187,189.300003,183.899994,186.449997,186.449997,43273463
18-04-2024,188.5,189.25,183,185.199997,185.199997,35346377
19-04-2024,182.300003,191,181.399994,189.199997,189.199997,34112204
22-04-2024,193,197.699997,190.800003,193.350006,193.350006,28792292
23-04-2024,194.399994,194.5,186.600006,187.449997,187.449997,35740731
24-04-2024,189,189.100006,183.149994,184.399994,184.399994,32622315
25-04-2024,184,188.899994,182.5,184.699997,184.699997,38839521
26-04-2024,189,190.449997,186.350006,188.100006,188.100006,33778145
29-04-2024,189.399994,194.300003,186.449997,193.600006,193.600006,33415230
30-04-2024,195,196.949997,192.199997,193.149994,193.149994,39383265
02-05-2024,193.600006,195.949997,192.75,195.449997,195.449997,27391448
03-05-2024,196.800003,200.350006,193.100006,197.25,197.25,37882274
06-05-2024,199,202,194.5,195.699997,195.699997,26394239
07-05-2024,196.149994,196.350006,182.350006,191.449997,191.449997,48161265
08-05-2024,190.649994,196,187.300003,195.449997,195.449997,47941406
09-05-2024,195,199.699997,193.100006,195.25,195.25,47274769
10-05-2024,196.350006,205,189.899994,201.300003,201.300003,52717901
13-05-2024,205.800003,207.199997,186.75,194.300003,194.300003,114135952
14-05-2024,191.699997,193.449997,182.100006,187.300003,187.300003,110070781
15-05-2024,188.800003,193.399994,183.149994,192,192,44772997
16-05-2024,192.899994,195.850006,189,195.199997,195.199997,35478593
17-05-2024,195.149994,196,193.100006,194.850006,194.850006,20841351
21-05-2024,194.399994,196.5,188.75,189.100006,189.100006,33453174
22-05-2024,190,190,183.350006,185.5,185.5,40354936
